class	allele	guuid	gene
aminoglycoside	1	ERR4034614	AadA2
aminoglycoside	1	ERR4034887	AadA2
aminoglycoside	1	ERR4034920	AadA2
aminoglycoside	1	ERR4034967	AadA2
aminoglycoside	1	ERR4034985	AadA2
aminoglycoside	1	ERR4034997	AadA2
aminoglycoside	5	ERR4035061	AadA2
aminoglycoside	1	ERR4035082	AadA2
aminoglycoside	1	ERR4035086	AadA2
aminoglycoside	2	ERR4035097	AadA2
aminoglycoside	2	ERR4035301	AadA2
aminoglycoside	2	ERR4035391	AadA2
aminoglycoside	2	ERR4035488	AadA2
aminoglycoside	10	ERR4035553	AadA2
aminoglycoside	1	ERR4035568	AadA2
aminoglycoside	2	ERR4035698	AadA2
aminoglycoside	4	ERR4035711	AadA2
aminoglycoside	2	ERR4035736	AadA2
aminoglycoside	1	ERR4035834	AadA2
aminoglycoside	1	ERR4035938	AadA2
aminoglycoside	1	ERR4035949	AadA2
aminoglycoside	1	ERR4035969	AadA2
aminoglycoside	1	ERR4036031	AadA2
aminoglycoside	11	ERR4036148	AadA8
aminoglycoside	1	ERR4036203	AadA2
aminoglycoside	1	ERR4036213	AadA2
aminoglycoside	2	ERR4036555	AadA2
aminoglycoside	1	ERR4036768	AadA2
aminoglycoside	2	ERR4036800	AadA2
aminoglycoside	12	ERR4036843	AadA2
aminoglycoside	1	ERR4036955	AadA2
aminoglycoside	1	ERR4036989	AadA2
aminoglycoside	2	ERR4037043	AadA2
aminoglycoside	2	ERR4037090	AadA2
aminoglycoside	2	ERR4037162	AadA2
aminoglycoside	1	ERR4037166	AadA2
aminoglycoside	1	ERR4037181	AadA2
aminoglycoside	1	ERR4037232	AadA2
aminoglycoside	3	ERR4037272	AadA8
aminoglycoside	2	ERR4037283	AadA2
aminoglycoside	1	ERR4037320	AadA2
aminoglycoside	1	ERR4037416	AadA2
aminoglycoside	2	ERR4037469	AadA2
aminoglycoside	1	ERR434260	AadA2
aminoglycoside	2	ERR434271	AadA2
aminoglycoside	8	ERR434365	AadA2
aminoglycoside	2	ERR434396	AadA2
aminoglycoside	1	ERR434412	AadA2
aminoglycoside	1	ERR434570	AadA2
aminoglycoside	2	ERR434573	AadA2
aminoglycoside	2	ERR434595	AadA2
aminoglycoside	1	ERR434602	AadA2
aminoglycoside	13	ERR434605	AadA12
aminoglycoside	2	ERR434665	AadA2
aminoglycoside	1	ERR434670	AadA2
aminoglycoside	2	ERR434680	AadA2
aminoglycoside	1	ERR434689	AadA2
aminoglycoside	2	ERR434697	AadA2
aminoglycoside	1	ERR434706	AadA2
aminoglycoside	2	ERR434781	AadA2
aminoglycoside	1	ERR434825	AadA2
aminoglycoside	1	ERR434848	AadA2
aminoglycoside	1	ERR434925	AadA2
aminoglycoside	1	ERR434937	AadA2
aminoglycoside	2	ERR435036	AadA2
aminoglycoside	2	ERR435084	AadA2
aminoglycoside	1	ERR435151	AadA2
aminoglycoside	1	ERR435295	AadA2
aminoglycoside	1	ERR435341	AadA2
aminoglycoside	2	ERR435363	AadA2
aminoglycoside	2	ERR435555	AadA2
aminoglycoside	1	ERR439538	AadA2
aminoglycoside	2	ERR439715	AadA2
aminoglycoside	2	ERR485894	AadA2
aminoglycoside	1	ERS1994947	AadA2
aminoglycoside	1	ERS1995115	AadA2
aminoglycoside	3	ERS1995159	AadA8
aminoglycoside	1	ERS1995226	AadA2
aminoglycoside	2	ERS1995229	AadA2
aminoglycoside	1	a027d671-f179-42ce-88ed-c63fb30eff77	AadA2
aminoglycoside	1	a0d1dd3a-ad21-4a1d-9c16-817d7187d85a	AadA2
aminoglycoside	1	a5085059-0353-457f-9a66-0431d547129e	AadA2
aminoglycoside	1	a558c618-f777-48d4-9b80-4b04f04f4e6e	AadA2
aminoglycoside	1	a64dc5a8-74be-4e85-903e-35f46d30c98e	AadA2
aminoglycoside	1	a889d0e0-d54e-48c9-a1cc-12668ae16c46	AadA2
aminoglycoside	1	a98ee833-aba5-49ef-b247-7585585495f5	AadA2
aminoglycoside	1	ae027ff7-0c96-4498-8c7f-dab8f5870c90	AadA2
aminoglycoside	2	ae294318-0c39-46d4-9f49-05fd30ea2597	AadA2
aminoglycoside	1	b2761493-7bc2-457e-8620-a9ce6b7f7f5f	AadA2
aminoglycoside	1	b33c0292-0de2-449f-afb8-cae802b3eb2d	AadA2
aminoglycoside	2	b4efba02-3853-44d1-843d-3beb8e185d52	AadA2
aminoglycoside	1	ba492b80-e8f6-440c-8159-020988ac9869	AadA2
aminoglycoside	1	bcfa82d6-3416-48ae-9e04-e63f7eafbed9	AadA2
aminoglycoside	1	c564ac22-eade-4867-8ad7-e98ce35c0358	AadA2
aminoglycoside	1	cdd72d3b-cd7b-4469-be6a-0972dd878945	AadA2
aminoglycoside	8	cf72e1a8-27a4-421c-84cc-ab614f7bfbd9	AadA2
aminoglycoside	1	d11ab108-deaf-45c9-b45d-dc7ae62ed9b3	AadA2
aminoglycoside	1	dc29b3b4-1986-4978-9a44-94887adec077	AadA2
aminoglycoside	2	e145f371-c2bd-4528-a238-e66f3843818a	AadA2
aminoglycoside	2	e790ec68-f7b6-47ff-829d-ed61bf3a257e	AadA2
aminoglycoside	1	e9bfdd8e-2bd5-43c3-8252-84db2bf94ca1	AadA2
aminoglycoside	1	ee33425f-447d-468d-ae25-f4c54c51e837	AadA2
aminoglycoside	3	f211c351-fd67-4127-93b6-281bb10554ee	AadA8
aminoglycoside	1	f5bb2ec8-0399-4b91-be6c-bc5b4f4d5cd4	AadA2
aminoglycoside	2	fa235b69-7b1e-4255-87fc-cab321c4e4f0	AadA2
aminoglycoside	1	fb2d3ced-a7d3-4704-90c3-6a5339401423	AadA2
aminoglycoside	2	fbeebe8e-27e6-45c2-bb72-f34ce2ff3de0	AadA2
aminoglycoside	14	000774a6-5784-466e-8cb7-caa111dcafc5	AAC(3)-IId
aminoglycoside	14	00e99f5e-902c-4842-b464-4cdaa4f98fbb	AAC(3)-IId
aminoglycoside	14	013cc60d-cf3b-4c62-885b-736339cac567	AAC(3)-IId
aminoglycoside	15	03485d1b-abb5-46e2-925a-7ce11061405d	AAC(3)-IIe
aminoglycoside	14	0365290b-9fcc-4ade-9762-4fe563199bb7	AAC(3)-IId
aminoglycoside	15	051a523a-0619-4668-ab82-3037adb23ad0	AAC(3)-IIe
aminoglycoside	15	089e08e4-894e-4ecf-8169-c23d29288cd3	AAC(3)-IIe
aminoglycoside	14	0b23983d-2e95-43f9-8ece-ed233333d50b	AAC(3)-IId
aminoglycoside	14	0bd449f2-b6f5-4f3f-bbb8-5784415c6899	AAC(3)-IId
aminoglycoside	15	0dbf1f43-cce7-4d7d-a978-b8c6b0c2ffd6	AAC(3)-IIe
aminoglycoside	15	0f4ccb3b-06f5-42a2-b96f-931907b8bfb8	AAC(3)-IIe
aminoglycoside	14	1083aa05-2f07-4c22-9184-9c8cdac5e321	AAC(3)-IId
aminoglycoside	14	138d2644-15f2-430b-9edb-57681d785b88	AAC(3)-IId
aminoglycoside	14	13a4b49b-f57c-461a-9330-21d2a597eb54	AAC(3)-IId
aminoglycoside	14	13b9e568-3015-4937-8e5a-7903f88d6cd3	AAC(3)-IId
aminoglycoside	14	14ca074a-80e2-4491-84fa-74ee2c670315	AAC(3)-IId
aminoglycoside	15	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787	AAC(3)-IIe
aminoglycoside	14	16d8b1ce-be42-4067-b825-785b289665d2	AAC(3)-IId
aminoglycoside	14	16f7253f-a448-4d8d-b06d-80eca42a13e4	AAC(3)-IId
aminoglycoside	14	170a7599-23a8-4ba6-9563-61b79fc30c4e	AAC(3)-IId
aminoglycoside	14	1740edc5-76b3-4909-8677-c325b964d614	AAC(3)-IId
aminoglycoside	15	17434571-46a9-42b5-b022-5ec5c06ea2fa	AAC(3)-IIe
aminoglycoside	14	17c78ccb-8923-4504-b8f6-d5fd8b9fb1a4	AAC(3)-IId
aminoglycoside	14	18a90cfc-b5e3-45de-874b-a2788f5d1c6e	AAC(3)-IId
aminoglycoside	16	1b797eb0-c201-4dfb-8c95-855a58114b89	AAC(3)-IIe
aminoglycoside	15	1bee9b32-fba2-4870-abb3-520fe8afd174	AAC(3)-IIe
aminoglycoside	15	1c6a8d44-0b9d-4449-adba-3e84a715bd7d	AAC(3)-IIe
aminoglycoside	15	1d272145-4d1f-417e-b67a-39b60e1e815b	AAC(3)-IIe
aminoglycoside	15	205cdf3b-e980-4582-86d6-68f0f73d5576	AAC(3)-IIe
aminoglycoside	15	21dfdb47-5c4a-4125-98e9-94f66b922494	AAC(3)-IIe
aminoglycoside	15	25bd9719-0055-44ad-a122-c490f08044b6	AAC(3)-IIe
aminoglycoside	14	2b69f649-d756-45a9-8f20-26d04fa9a275	AAC(3)-IId
aminoglycoside	14	2c11aa2e-b253-495a-aae7-8b3ca2de1872	AAC(3)-IId
aminoglycoside	15	2de2b554-c378-4bd3-a3cd-c1d049b083d4	AAC(3)-IIe
aminoglycoside	14	2e0a5390-0251-4add-ba6b-ecab76fe6f9f	AAC(3)-IId
aminoglycoside	15	2e7ae473-5c0e-41de-869f-27c85593e736	AAC(3)-IIe
aminoglycoside	15	2fc8a960-e94c-4472-a5ee-180f4f03f52c	AAC(3)-IIe
aminoglycoside	14	30071b6c-8afb-42d5-ae09-e61b37b9e2b8	AAC(3)-IId
aminoglycoside	17	30071b6c-8afb-42d5-ae09-e61b37b9e2b8	AAC(3)-IIe
aminoglycoside	14	31a11469-d856-4066-9f78-1577a1c4ae74	AAC(3)-IId
aminoglycoside	15	32327e8c-3141-4222-af49-46b67378c2b4	AAC(3)-IIe
aminoglycoside	14	324779c2-9596-49ef-9228-055aee19f7cf	AAC(3)-IId
aminoglycoside	15	33a1edbe-c206-4312-acee-b9f6f1032b8c	AAC(3)-IIe
aminoglycoside	15	340ed47c-5b72-4e42-a038-214ece7c0d4c	AAC(3)-IIe
aminoglycoside	14	37ce6e04-01b1-4a88-b8e5-d23aeec6c232	AAC(3)-IId
aminoglycoside	14	37ed5b52-ae19-4e1b-aab9-1c8e1ff092f3	AAC(3)-IId
aminoglycoside	15	3bc22448-4e66-4fc0-864f-8942d1bf7986	AAC(3)-IIe
aminoglycoside	14	3c6a0c4f-f4c7-43c2-977a-65dd9c816dcd	AAC(3)-IId
aminoglycoside	15	3ce81188-aecd-40ac-af83-6c68fd9ece14	AAC(3)-IIe
aminoglycoside	15	40d67d26-cd5d-40f6-858c-e3ffbbec7ee8	AAC(3)-IIe
aminoglycoside	14	450cfee1-3a59-4ad4-bf3d-6b5f03d62e5c	AAC(3)-IId
aminoglycoside	15	47031fef-6208-467d-9881-9be19052b468	AAC(3)-IIe
aminoglycoside	14	4993cdee-578c-4a59-81af-223c38fd0b52	AAC(3)-IId
aminoglycoside	14	4be814ab-f34f-46e3-96c2-55c7ec6bedb8	AAC(3)-IId
aminoglycoside	14	4d996302-0c00-4240-8a95-52d08c2c64e1	AAC(3)-IId
aminoglycoside	14	4da6ed3c-3fe5-4be7-9107-63d9ef751571	AAC(3)-IId
aminoglycoside	15	4fdd40f0-31ae-42d5-b627-f0a7f1f5270f	AAC(3)-IIe
aminoglycoside	15	54c1b3ff-dd64-4711-bb07-3ddd4f73b80f	AAC(3)-IIe
aminoglycoside	14	5629a9ea-a624-47d7-906d-60327bb8a29d	AAC(3)-IId
aminoglycoside	14	57788c51-89cc-4e81-8b5b-c3ada388bfcc	AAC(3)-IId
aminoglycoside	14	59920eb6-9b16-4f3f-955a-74a077710389	AAC(3)-IId
aminoglycoside	14	5a01d517-6ab1-4333-8e59-3dba97d81fc8	AAC(3)-IId
aminoglycoside	14	5b1a9903-5a5b-4953-8f65-8c5e1ec4b882	AAC(3)-IId
aminoglycoside	14	5bd84bd4-70c3-420e-9645-3a020e8f7810	AAC(3)-IId
aminoglycoside	14	5c771cc5-8ec6-4f6c-bca7-da2db6c56801	AAC(3)-IId
aminoglycoside	15	5d7615b4-1608-4cba-b554-5da5c0e4a70d	AAC(3)-IIe
aminoglycoside	14	5db2d789-a371-4091-8882-599978a05c51	AAC(3)-IId
aminoglycoside	14	5f3226db-ee71-45a8-9412-2d4d100bf44c	AAC(3)-IId
aminoglycoside	15	5f3fabb1-de75-46c9-b5e2-8ba55d5f3bf6	AAC(3)-IIe
aminoglycoside	14	63f1ce13-177c-4fd8-b3a5-338810b710aa	AAC(3)-IId
aminoglycoside	15	651a1eab-e404-4c02-b8af-d54b7ed65dac	AAC(3)-IIe
aminoglycoside	14	65d0e748-ed0a-4b31-86bd-ed2c397a0003	AAC(3)-IId
aminoglycoside	14	65fa7596-29a6-4b68-9e1f-7fd1971005b4	AAC(3)-IId
aminoglycoside	15	6823d9d5-4f27-4fa4-900c-be699aaa0dd5	AAC(3)-IIe
aminoglycoside	15	6919c147-328a-4a28-95cf-1e3596e91500	AAC(3)-IIe
aminoglycoside	15	6b2bdc80-01b7-430d-a18b-b3b65d8e81f6	AAC(3)-IIe
aminoglycoside	15	6caf2902-46d2-4049-9b64-9e98439509f7	AAC(3)-IIe
aminoglycoside	15	6d56e0ac-ac84-4be0-9f62-23da23010aff	AAC(3)-IIe
aminoglycoside	15	6d7918d8-8fcf-40b5-aa75-4f4a3f2c4681	AAC(3)-IIe
aminoglycoside	15	7233df5a-3006-4301-b258-15e49d567071	AAC(3)-IIe
aminoglycoside	14	72e24bf7-84e4-4fac-98f4-208511e9c92d	AAC(3)-IId
aminoglycoside	14	73ff5e41-0767-41de-ae92-c49a4ddf3c5c	AAC(3)-IId
aminoglycoside	14	76087999-714a-4962-a446-0c9b0ee97eb4	AAC(3)-IId
aminoglycoside	15	76619cfe-a3e7-49c1-a86d-9cd8373a3801	AAC(3)-IIe
aminoglycoside	14	77f7615d-c9a1-42f6-988a-83be1118dbe2	AAC(3)-IId
aminoglycoside	14	7812b572-3370-4342-b8a8-eab3383b6f39	AAC(3)-IId
aminoglycoside	14	78857042-9400-4670-89ed-8cfcebef1bf8	AAC(3)-IId
aminoglycoside	14	78ad7031-5a20-4b1e-916c-15af9b747c6f	AAC(3)-IId
aminoglycoside	14	792f7021-3e8d-44a0-a0bd-1820879ceac3	AAC(3)-IId
aminoglycoside	14	7a3b378b-508a-4fd1-a1c3-589ddc2bfc32	AAC(3)-IId
aminoglycoside	14	7be7096d-79c7-471e-ba24-173b201f4165	AAC(3)-IId
aminoglycoside	14	7e066b76-50d7-4bfe-8ea2-f34f9c56b151	AAC(3)-IId
aminoglycoside	14	7ef58802-51a6-404b-935c-8af014454ddc	AAC(3)-IId
aminoglycoside	14	7f8bdfc4-ff58-4242-bfde-429f4173ca1b	AAC(3)-IId
aminoglycoside	15	7fb9f681-72dc-4dbb-bd06-603b46a42b5b	AAC(3)-IIe
aminoglycoside	15	80f189f9-667c-4a3b-87b6-7adc140fd9fd	AAC(3)-IIe
aminoglycoside	14	82bd9f84-546c-4180-b751-8dbd36ae5582	AAC(3)-IId
aminoglycoside	14	861440b2-f103-42b2-b815-2246343f8f1a	AAC(3)-IId
aminoglycoside	14	89f7c8d4-4c8f-46e0-b86c-37ef028fdd31	AAC(3)-IId
aminoglycoside	14	8b27b756-c824-4928-a499-17ed27a98b09	AAC(3)-IId
aminoglycoside	15	8b71657a-4b4e-44f6-96b3-960c1c70443c	AAC(3)-IIe
aminoglycoside	15	8cf60dbc-d848-4ec3-abe3-8de3d4297bd8	AAC(3)-IIe
aminoglycoside	15	8d7ac6aa-51ff-47bb-b080-7ca413b5484e	AAC(3)-IIe
aminoglycoside	14	926ff07a-44d2-43e6-8595-808221deec9a	AAC(3)-IId
aminoglycoside	15	941f01d3-acd4-437f-a49b-2482e8369cad	AAC(3)-IIe
aminoglycoside	14	94f6bc98-629f-4681-b752-48fa0578a0c8	AAC(3)-IId
aminoglycoside	14	9590d174-3bd8-432d-93a9-23c30497c1b9	AAC(3)-IId
aminoglycoside	15	9655c98c-c268-463d-a672-0dc8da0a1f8c	AAC(3)-IIe
aminoglycoside	15	96fff6cc-b403-4704-a62d-181aec55a1c3	AAC(3)-IIe
aminoglycoside	14	970e3b61-3817-4d63-80e0-b0e6f0394132	AAC(3)-IId
aminoglycoside	14	9808de35-d503-4d6c-b01f-800898cfdbb6	AAC(3)-IId
aminoglycoside	15	981384ab-de98-45e4-9d77-fdb6617b2871	AAC(3)-IIe
aminoglycoside	14	9844544e-4320-4760-9024-68c211bff3e6	AAC(3)-IId
aminoglycoside	15	9ccfa543-eccc-43cf-ae12-7f359f5b714d	AAC(3)-IIe
aminoglycoside	14	9dabbc9f-84a6-485b-8d2e-323bad9bebb2	AAC(3)-IId
aminoglycoside	15	9eb96ae7-939d-4fac-9859-6f78ee14c6ed	AAC(3)-IIe
aminoglycoside	15	9f8db067-c04b-42c0-aa3e-4100683dcd62	AAC(3)-IIe
aminoglycoside	14	9fba8962-bb67-4390-93fb-a4fc55a70d51	AAC(3)-IId
aminoglycoside	15	ERR1218534	AAC(3)-IIe
aminoglycoside	14	ERR1218535	AAC(3)-IId
aminoglycoside	14	ERR1218536	AAC(3)-IId
aminoglycoside	14	ERR1218537	AAC(3)-IId
aminoglycoside	14	ERR1218544	AAC(3)-IId
aminoglycoside	14	ERR1218545	AAC(3)-IId
aminoglycoside	14	ERR1218546	AAC(3)-IId
aminoglycoside	14	ERR1218547	AAC(3)-IId
aminoglycoside	14	ERR1218548	AAC(3)-IId
aminoglycoside	18	ERR1218548	AAC(3)-IIe
aminoglycoside	14	ERR1218551	AAC(3)-IId
aminoglycoside	14	ERR1218552	AAC(3)-IId
aminoglycoside	14	ERR1218553	AAC(3)-IId
aminoglycoside	14	ERR1218554	AAC(3)-IId
aminoglycoside	14	ERR1218555	AAC(3)-IId
aminoglycoside	14	ERR1218556	AAC(3)-IId
aminoglycoside	14	ERR1218557	AAC(3)-IId
aminoglycoside	14	ERR1218559	AAC(3)-IId
aminoglycoside	15	ERR1218560	AAC(3)-IIe
aminoglycoside	14	ERR1218562	AAC(3)-IId
aminoglycoside	14	ERR1218563	AAC(3)-IId
aminoglycoside	14	ERR1218564	AAC(3)-IId
aminoglycoside	15	ERR1218581	AAC(3)-IIe
aminoglycoside	15	ERR1218583	AAC(3)-IIe
aminoglycoside	19	ERR1218584	AAC(3)-IIe
aminoglycoside	14	ERR1218585	AAC(3)-IId
aminoglycoside	14	ERR1218587	AAC(3)-IId
aminoglycoside	14	ERR1218589	AAC(3)-IId
aminoglycoside	15	ERR1218590	AAC(3)-IIe
aminoglycoside	14	ERR1218591	AAC(3)-IId
aminoglycoside	14	ERR1218592	AAC(3)-IId
aminoglycoside	14	ERR1218593	AAC(3)-IId
aminoglycoside	14	ERR1218594	AAC(3)-IId
aminoglycoside	18	ERR1218594	AAC(3)-IIe
aminoglycoside	14	ERR1218595	AAC(3)-IId
aminoglycoside	14	ERR1218596	AAC(3)-IId
aminoglycoside	15	ERR1218597	AAC(3)-IIe
aminoglycoside	14	ERR1218599	AAC(3)-IId
aminoglycoside	14	ERR1218601	AAC(3)-IId
aminoglycoside	14	ERR1218602	AAC(3)-IId
aminoglycoside	15	ERR1218604	AAC(3)-IIe
aminoglycoside	15	ERR1218605	AAC(3)-IIe
aminoglycoside	14	ERR1218606	AAC(3)-IId
aminoglycoside	14	ERR1218607	AAC(3)-IId
aminoglycoside	15	ERR1218608	AAC(3)-IIe
aminoglycoside	14	ERR1218609	AAC(3)-IId
aminoglycoside	15	ERR1218610	AAC(3)-IIe
aminoglycoside	15	ERR1218611	AAC(3)-IIe
aminoglycoside	15	ERR1218612	AAC(3)-IIe
aminoglycoside	14	ERR1218613	AAC(3)-IId
aminoglycoside	14	ERR1218615	AAC(3)-IId
aminoglycoside	14	ERR1218616	AAC(3)-IId
aminoglycoside	15	ERR1218617	AAC(3)-IIe
aminoglycoside	14	ERR1218618	AAC(3)-IId
aminoglycoside	14	ERR1218619	AAC(3)-IId
aminoglycoside	14	ERR1218620	AAC(3)-IId
aminoglycoside	15	ERR1218621	AAC(3)-IIe
aminoglycoside	14	ERR1218622	AAC(3)-IId
aminoglycoside	14	ERR1218624	AAC(3)-IId
aminoglycoside	14	ERR1218627	AAC(3)-IId
aminoglycoside	14	ERR1218628	AAC(3)-IId
aminoglycoside	14	ERR1218629	AAC(3)-IId
aminoglycoside	14	ERR1218630	AAC(3)-IId
aminoglycoside	14	ERR1218631	AAC(3)-IId
aminoglycoside	14	ERR1218632	AAC(3)-IId
aminoglycoside	14	ERR1218633	AAC(3)-IId
aminoglycoside	15	ERR1218634	AAC(3)-IIe
aminoglycoside	15	ERR1218635	AAC(3)-IIe
aminoglycoside	14	ERR1218636	AAC(3)-IId
aminoglycoside	14	ERR1218639	AAC(3)-IId
aminoglycoside	14	ERR1218640	AAC(3)-IId
aminoglycoside	14	ERR1218641	AAC(3)-IId
aminoglycoside	14	ERR1218642	AAC(3)-IId
aminoglycoside	14	ERR1218643	AAC(3)-IId
aminoglycoside	15	ERR1218646	AAC(3)-IIe
aminoglycoside	15	ERR1218647	AAC(3)-IIe
aminoglycoside	14	ERR1218648	AAC(3)-IId
aminoglycoside	14	ERR1218649	AAC(3)-IId
aminoglycoside	14	ERR1218650	AAC(3)-IId
aminoglycoside	14	ERR1218651	AAC(3)-IId
aminoglycoside	14	ERR1218652	AAC(3)-IId
aminoglycoside	14	ERR1218654	AAC(3)-IId
aminoglycoside	14	ERR1218655	AAC(3)-IId
aminoglycoside	14	ERR1218656	AAC(3)-IId
aminoglycoside	14	ERR1218659	AAC(3)-IId
aminoglycoside	14	ERR1218660	AAC(3)-IId
aminoglycoside	14	ERR1218661	AAC(3)-IId
aminoglycoside	14	ERR1218663	AAC(3)-IId
aminoglycoside	14	ERR1218664	AAC(3)-IId
aminoglycoside	14	ERR1218665	AAC(3)-IId
aminoglycoside	14	ERR1218668	AAC(3)-IId
aminoglycoside	14	ERR1218669	AAC(3)-IId
aminoglycoside	14	ERR1218674	AAC(3)-IId
